"","plot","site","burn","burn.name","letter","plot.name","burn.year","ecoregion","moisture","date","elev","slope","aspect","org","org.tree","ave.arh","ice.2015","resistance.2015","resistance.2016","ice.2016","ERT","seed.trap","Bryoria","Evernia","Usnea","ba.Alcr","ba.Bene","ba.Betsp","ba.Lala","ba.Piba","ba.Picea","ba.Pigl","ba.Pima","ba.Poba","ba.Potr","ba.Salix","ba.Decid","ba.Unknown","Lala.dens","Piba.dens","Picea.dens","Pigl.dens","Pima.dens","Poba.dens","Potr.dens","Unknown.dens","Alcr.dens","Bene.dens","Betsp.dens","Salix.dens","Decid.dens","pima.prop","piba.prop","other.prop","Dom","age.y","DOB_LB","FFMC_LB","DMC_LB","DC_LB","ISI_LB","BUI_LB","FWI_LB","VPD_LB","LCC05_start","LCC05_end","LCC05_consensus","Lat_start","Long_start","Elev_start","Lat_end","Long_end","Elev_end","strata","tree.bio.m2","tree.bio.carbon.m2","tree.bio.cons.m2B","tree.carbon.cons.m2B","BA.ALL","DENSITY.ALL","burn.depth","burn.depth.arh","burn.depthJP","tree.carbon.prefire.m2","tree.bio.prefire.m2","residual.soil.carbon.gCm2","prefire.soil.carbon.gCm2","soil.carbon.cons.gCm2","total.combustion.gCm2","total.prefire.gCm2","prop.total.gcm2.combusted","prop.soil.total.gCm2","sand"
"106","ZF26-54B","ZF26-54","ZF26","Wekweeti","B","ZF026-054B",2014,"shield","mesic-subxeric","13-Aug-15",371.768,5,38,9.65,7.4,9.55,"NO ICE",53,NA,NA,"no","no","no","yes","yes",0,0.133124989,0,0,0,0,0,7.490473184,0,0,0,0,4.431740037,0,0,0,0,0.133333333,0,0,0.016666667,0,0.05,0,0,0,0.666666665,0,0.333333335,"Pima",126,192,89.3178,61.6535,191.844,9.97884,68.3735,26.0261,846.078,9,9,9,64.160961,-114.258512,371.768,64.161241,-114.258375,372.514,"Conifer-low (us:lichen), new",2.265312749,1.132656375,407.720393,203.860197,12.05533821,0.2,13.61541831,13.61541831,NA,1132.656375,2265.312749,3104.445653,7561.089636,4456.643984,4660.504181,8693.746011,0.536075493,0.956257909,93.47336834
"107","ZF26-54C","ZF26-54","ZF26","Wekweeti","C","ZF026-054C",2014,"shield","xeric","13-Aug-15",407.779,0,NA,4.85,3.65,4.703703704,"NO ICE",43.5,NA,NA,"no","no","no","yes","no",0,0,0,0,0,0,0,4.420089964,0,0,0,0,0.41050144,0,0,0,0,0.15,0,0,0.016666667,0,0,0,0,0,0.899999998,0,0.100000002,"Pima",44,193,92.3946,65.7201,199.379,11.6102,72.0592,29.6403,1958.18,9,9,9,64.159983,-114.265107,407.779,64.160247,-114.264933,405.315,"Conifer-low (us:lichen), new",1.243309624,0.621654812,270.438703,135.219352,4.830591404,0.166666667,7.999661787,7.999661787,NA,621.654812,1243.309624,1216.160733,4087.678477,2871.517744,3006.737096,4709.333289,0.638463432,0.955027877,76.04088756
"108","ZF26-5A","ZF26-5","ZF26","Wekweeti","A","ZF026-005A",2014,"shield","xeric","13-Aug-15",365.381,19,250,4.1,1.95,8.816666667,"NO ICE",41.2,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,3.108082332,0,0,0,0,2.144660585,0,0,0,0,0.266666667,0,0,0.016666667,0,0,0,0,0,0.94117647,0,0.05882353,"Pima",142,193,92.3946,65.7201,199.379,11.6102,72.0592,29.6403,1958.18,7,7,7,64.162024,-114.273296,365.381,64.162282,-114.273101,364.218,"Conifer-medium (us:lichen), new",0.828329329,0.414164665,294.121625,147.060812,5.252742917,0.283333333,12.64913949,12.64913949,NA,414.164665,828.329329,971.2434108,4992.658928,4021.415517,4168.476329,5406.823593,0.770965847,0.964720728,73.50811486
"109","ZF26-5B","ZF26-5","ZF26","Wekweeti","B","ZF026-005B",2014,"shield","mesic","15-Aug-15",356.635,8,302,10.05,14.05,7.066666667,"NO ICE",84.6,NA,NA,"no","no","yes","yes","yes",0,0,0,0,0,0,0,7.530266691,0,0,0,0,2.315484685,0,0,0,0,0.35,0,0,0.016666667,0,0,0,0,0,0.954545454,0,0.045454546,"Pima",142,193,92.3946,65.7201,199.379,11.6102,72.0592,29.6403,1958.18,7,7,7,64.163059,-114.273805,356.635,64.163277,-114.273563,346.434,"Conifer-medium (us:lichen), new",1.244245567,0.622122784,260.52826,130.26413,9.845751376,0.366666667,10.98047675,10.98047675,NA,622.122784,1244.245567,3195.979185,6453.604682,3257.625497,3387.889627,7075.727466,0.478804426,0.961550067,71.02570502
"110","ZF26-5C","ZF26-5","ZF26","Wekweeti","C","ZF026-005C",2014,"shield","subhygric","15-Aug-15",352.153,14,288,33.4,32.3,4.783333333,"ICE",38.7,NA,NA,"no","no","not recorded","not recorded","not recorded",0,0,0,0,0,0,0,3.856697681,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,1,0,0,"Pima",142,193,92.3946,65.7201,199.379,11.6102,72.0592,29.6403,1958.18,7,7,7,64.161839,-114.275587,352.153,64.16206,-114.27539,NA,"Conifer-medium (us:lichen), new",0.458477402,0.229238701,165.009452,82.504726,3.856697681,1.45,9.320729069,9.320729069,NA,229.238701,458.477402,10796.35276,13259.966,2463.613242,2546.117968,13489.20471,0.188752267,0.967595875,NA
"111","ZF26-66A","ZF26-66","ZF26","Wekweeti","A","ZF026-066A",2014,"shield","subxeric","14-Aug-15",394.506,0,NA,3.75,6.05,5.233333333,"NO ICE",29.7,NA,NA,"no","no","yes","yes","yes",0,0,0,0,0,0,0,3.159787711,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,1,0,0,"Pima",99,189,79.71,52.3121,170.563,2.54922,59.2182,8.40547,2179.62,9,9,9,64.144182,-114.227293,394.506,64.144454,-114.227083,394.731,"Conifer-low (us:lichen), new",0.883730612,0.441865306,221.591025,110.795512,3.159787711,0.15,8.816261228,8.816261228,NA,441.865306,883.730612,1040.114426,4335.22171,3295.107284,3405.902796,4777.087016,0.712966455,0.967469561,78.4965035
"112","ZF26-66B","ZF26-66","ZF26","Wekweeti","B","ZF026-066B",2014,"shield","mesic-subhygric","15-Aug-15",378.543,0,NA,26.85,31.6,5.520833333,"ICE",36.9,NA,NA,"no","no","yes","yes","yes",0,0,0,0,0,0,0,5.554204912,0,0,0,0,1.24865218,0,0,0,0,0.616666667,0,0,0.15,0,0,0,0,0,0.804347826,0,0.195652174,"Pima",154,189,79.71,52.3121,170.563,2.54922,59.2182,8.40547,2179.62,9,9,9,64.142676,-114.224271,378.543,64.142932,-114.224133,377.339,"Conifer-low (us:lichen), new",1.034391257,0.517195628,272.564995,136.282498,6.802857092,0.766666667,9.752001702,9.752001702,NA,517.195628,1034.391257,12376.32047,16366.25972,3989.939253,4126.221751,16883.45535,0.244394389,0.966971601,80.96548274
"113","ZF26-66C","ZF26-66","ZF26","Wekweeti","C","ZF026-066C",2014,"shield","xeric","15-Aug-15",407.995,0,NA,1.9,1.2,3.203703704,"NO ICE",21.9,NA,NA,"no","no","yes","yes","yes",0,1.300488459,0,0,0,0,0,1.031096889,0,0,0,0,0,0,0,0,0,0.116666667,0,0,0,0,0.233333333,0,0,0,0.333333334,0,0.666666666,"Pima",99,189,79.71,52.3121,170.563,2.54922,59.2182,8.40547,2179.62,20,20,20,64.142156,-114.22957,407.995,64.14244,-114.229433,403.747,"Conifer-low (us:lichen), new",0.204013008,0.102006504,59.392525,29.696263,2.331585348,0.35,6.462088108,6.462088108,NA,102.006504,204.013008,513.3442235,2962.270197,2448.925973,2478.622236,3064.276701,0.808876769,0.988019044,56.04093859
"114","ZF26-6A","ZF26-6","ZF26","Wekweeti","A","ZF026-006A",2014,"shield","subhygric","12-Aug-15",360.729,0,NA,9.3,7.7,3.066666667,"ICE",57.66666667,NA,NA,"no","no","yes","yes","yes",0,0,0,0,0,0,0,3.004147975,0,0,0,0,0,0,0,0,0,0.433333333,0,0,0,0,0,0,0,0,1,0,0,"Pima",65,192,89.3178,61.6535,191.844,9.97884,68.3735,26.0261,846.078,7,7,7,64.168843,-114.22285,360.729,64.169173,-114.22279,361.789,"Conifer-medium (us:lichen), new",0.629409038,0.314704519,191.020194,95.510097,3.004147975,0.433333333,7.614197928,7.614197928,NA,314.704519,629.409038,2809.292404,4783.403257,1974.110852,2069.620949,5098.107776,0.40595865,0.953851406,33.52485636
"115","ZF26-6B","ZF26-6","ZF26","Wekweeti","B","ZF026-006B",2014,"shield","mesic-subxeric","12-Aug-15",366.488,NA,NA,10.25,20.7,5.9,"NO ICE",38.1,NA,NA,"no","no",NA,NA,NA,0,0,0,0,0,0,0,5.513495107,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,1,0,0,"Pima",89,192,89.3178,61.6535,191.844,9.97884,68.3735,26.0261,846.078,9,9,9,64.168582,-114.226852,366.488,64.168814,-114.226543,363.106,"Conifer-medium (us:lichen), new",1.471831699,0.735915849,351.265102,175.632551,5.513495107,0.333333333,9.742985799,9.742985799,NA,735.915849,1471.831699,3309.009944,6514.566139,3205.556195,3381.188746,7250.481988,0.466339859,0.948055976,50.93820365
"116","ZF26-6C","ZF26-6","ZF26","Wekweeti","C","ZF026-006C",2014,"shield","subxeric","12-Aug-15",373.923,0,NA,3.7,2.2,6.222222222,"NO ICE",20.7,NA,NA,"no","no","yes","yes","yes",0,0.225409273,0,0,0,0,0,3.483633554,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.133333333,0,0,0,0.600000001,0,0.399999999,"Pima",89,192,89.3178,61.6535,191.844,9.97884,68.3735,26.0261,846.078,9,9,9,64.168587,-114.230315,373.923,64.168858,-114.230117,370.799,"Conifer-medium (us:lichen), new",0.945064125,0.472532063,273.512591,136.756295,3.709042827,0.333333333,8.210309219,8.210309219,NA,472.532063,945.064125,1037.06979,4152.724888,3115.655098,3252.411393,4625.256951,0.703185018,0.957952338,85.975
"117","ZF26-7A","ZF26-7","ZF26","Wekweeti","A","ZF026-007A",2014,"shield","mesic-subxeric","14-Aug-15",387.016,8,0,3.15,3.9,6.933333333,"NO ICE",47.3,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,4.302280239,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,1,0,0,"Pima",115,191,90.7163,59.7806,185.742,8.85124,66.2529,23.555,1646.93,7,7,7,64.142468,-114.204189,387.016,64.142754,-114.204002,388.776,"Conifer-medium (us:lichen), new",1.364441684,0.682220842,203.940502,101.970251,4.302280239,0.05,10.6092181,10.6092181,NA,682.220842,1364.441684,1020.664015,4505.394761,3484.730746,3586.700997,5187.615603,0.691396833,0.971569905,73.52133766
"118","ZF26-7B","ZF26-7","ZF26","Wekweeti","B","ZF026-007B",2014,"shield","xeric","14-Aug-15",359.628,5,353,2,2.6,3.703703704,"NO ICE",14.3,NA,NA,"no","no","yes","no","no",0,0,0,0,0,0,0,10.52211009,0,0,0,0,1.898176461,0,0,0,0,0.35,0,0,0.083333333,0,0,0,0,0,0.807692308,0,0.192307692,"Pima",115,193,92.3946,65.7201,199.379,11.6102,72.0592,29.6403,1958.18,9,37,9,64.143904,-114.200895,359.628,64.144166,-114.200754,360.278,"Conifer-medium (us:lichen), new",1.013962461,0.50698123,362.946073,181.473036,12.42028656,0.433333333,6.945286989,6.945286989,NA,506.98123,1013.962461,525.7667496,3121.246563,2595.479814,2776.95285,3628.227793,0.765374449,0.9346503,93.49613755
"119","ZF26-7C","ZF26-7","ZF26","Wekweeti","C","ZF026-007C",2014,"shield","mesic-subhygric","15-Aug-15",351.886,0,NA,22.9,18.22222222,4.888888889,"ICE",67.5,NA,NA,"no","no","yes","yes","yes",0,0,0,0,0,0,0,4.604920332,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,1,0,0,"Pima",115,193,92.3946,65.7201,199.379,11.6102,72.0592,29.6403,1958.18,37,37,9,64.14474,-114.197794,351.886,64.145007,-114.197618,354.567,"Conifer-medium (us:lichen), new",1.065577577,0.532788789,309.382666,154.691333,4.604920332,0.65,9.032693442,9.032693442,NA,532.788789,1065.577577,9715.008997,13377.55222,3662.543225,3817.234558,13910.34101,0.274417037,0.959475549,78.4965035
"120","ZF26-96A","ZF26-96","ZF26","Wekweeti","A","ZF026-096A",2014,"shield","mesic-subxeric","12-Aug-15",358.512,0,NA,4.7,2.8,9.25,"NO ICE",15.55,NA,NA,"no","no","no","no","yes",0,0,0,0,0,0,0,4.168762552,0,0,0,0,0,0,0,0,0,0.233333333,0,0,0,0,0,0,0,0,1,0,0,"Pima",132,193,92.3946,65.7201,199.379,11.6102,72.0592,29.6403,1958.18,20,20,20,64.153313,-114.267062,358.512,64.153556,-114.26683,363.194,"Sparse conifer, new",1.140510301,0.570255151,294.332196,147.166098,4.168762552,0.233333333,13.13116451,13.13116451,NA,570.255151,1140.510301,1873.869958,6174.915517,4301.045559,4448.211657,6745.170668,0.659466139,0.966915671,75.9870065
"121","ZF26-96B","ZF26-96","ZF26","Wekweeti","B","ZF026-096B",2014,"shield","subhygric","12-Aug-15",367.614,0,NA,42.2,43.9,4.3,"ICE",43.7,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,2.80531134,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,1,0,0,"Pima",132,193,92.3946,65.7201,199.379,11.6102,72.0592,29.6403,1958.18,20,9,20,64.154515,-114.266084,367.614,64.154793,-114.265835,368.401,"Sparse conifer, new",0.736396443,0.368198222,166.747905,83.373952,2.80531134,0.2,9.09745364,9.09745364,NA,368.198222,736.396443,14472.75031,16867.88908,2395.138772,2478.512724,17236.08731,0.143797875,0.966361298,NA
"122","ZF26-96C","ZF26-96","ZF26","Wekweeti","C","ZF026-096C",2014,"shield","subxeric","12-Aug-15",377.491,14,119,3,0.45,14.13333333,"NO ICE",28.8,NA,NA,"no","no","no","no","no",0,1.836260906,0,0,0,0,0,9.277646705,0,0,0,0,2.012713693,0,0,0,0,0.333333333,0,0,0.016666667,0,0.3,0,0,0,0.512820512,0,0.487179488,"Pima",132,193,92.3946,65.7201,199.379,11.6102,72.0592,29.6403,1958.18,9,9,9,64.155846,-114.270177,377.491,64.156111,-114.269963,375.793,"Sparse conifer, new",2.621150646,1.310575323,757.983623,378.991812,13.1266213,0.65,18.28230216,18.28230216,NA,1310.575323,2621.150646,1240.437055,7044.750231,5804.313177,6183.304989,8355.325554,0.740043574,0.938707243,71.08343711
"123","ZF26-98A","ZF26-98","ZF26","Wekweeti","A","ZF026-098A",2014,"shield","xeric","14-Aug-15",188.652,0,NA,2,2.8,2.916666667,"NO ICE",20,NA,NA,"no","no","yes","yes","yes",0,4.124780254,0,0,0,0,0,1.741489528,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.25,0,0,0,0.166666667,0,0.833333333,"Pima",171,189,79.71,52.3121,170.563,2.54922,59.2182,8.40547,2179.62,20,20,20,64.142106,-114.24299,188.652,64.142337,-114.242627,368.587,"Sparse conifer, new",0.493905996,0.246952998,135.010777,67.505389,5.866269782,0.3,6.916849715,6.916849715,NA,246.952998,493.905996,836.242746,3408.976208,2572.733462,2640.238851,3655.929206,0.722179972,0.97443209,70.95321491
"124","ZF26-98B","ZF26-98","ZF26","Wekweeti","B","ZF026-098B",2014,"shield","subhygric","14-Aug-15",367.818,0,NA,49.8,50.1,4.3,"ICE",49.8,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,1.24446339,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,1,0,0,"Pima",171,189,79.71,52.3121,170.563,2.54922,59.2182,8.40547,2179.62,20,20,20,64.141032,-114.244626,367.818,64.141276,-114.244449,370.798,"Sparse conifer, new",0.252753332,0.126376666,89.022719,44.51136,1.24446339,0.083333333,9.349765139,9.349765139,NA,126.376666,252.753332,16486.8702,18962.51405,2475.64385,2520.15521,19088.89071,0.132022088,0.98233785,NA
"125","ZF26-98C","ZF26-98","ZF26","Wekweeti","C","ZF026-098C",2014,"shield","mesic","14-Aug-15",361.71,0,NA,12.33333333,12.5,3.645833333,"NO ICE",36.3,NA,NA,"no","no","yes","yes","yes",0,0,0,0,0,0,0,7.743633192,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,1,0,0,"Pima",171,189,79.71,52.3121,170.563,2.54922,59.2182,8.40547,2179.62,20,20,20,64.142288,-114.239768,361.71,64.142556,-114.239608,366.403,"Sparse conifer, new",1.333286883,0.666643441,431.729866,215.864933,7.743633192,0.95,8.615414869,8.615414869,NA,666.643441,1333.286883,6174.112349,8698.8221,2524.709751,2740.574684,9365.465541,0.292625569,0.921233698,71.01847229
"126","ZF35-11A","ZF35-11","ZF35","Gameti West","A","ZF035-011A",2014,"plains","mesic-subhygric","29-Jul-15",225.388,0,NA,20.3,23.2,9.366666667,"NO ICE",67.3,NA,NA,"no","no","no","yes","yes",0,0,0,0,0,0,0,3.95984664,0,0,0,0,29.20005652,0,0,0,0,0.4,0,0,0.166666667,0,0,0,0,0,0.705882353,0,0.294117647,"Pima",189,206,92.4639,51.6898,292.719,8.06196,71.7185,22.9755,2826.69,20,20,20,64.042219,-117.505311,225.388,64.042466,-117.505061,225.12,"Sparse conifer",0.987715097,0.493857548,288.869452,144.434726,33.15990316,0.566666667,13.77348014,13.77348014,NA,493.857548,987.715097,19365.33265,26860.4039,7495.07125,7639.505976,27354.26144,0.279280287,0.981093709,83.57309966
"127","ZF35-11B","ZF35-11","ZF35","Gameti West","B","ZF035-011B",2014,"plains","xeric","29-Jul-15",222.986,0,NA,1.8,2.45,5.4,"NO ICE",11,NA,NA,"no","no","no","yes","yes",0,0,0,0,0,0,0,14.4950467,0,0,0,0,0.676358718,0,0,0,0,0.316666667,0,0,0.1,0,0,0,0,0,0.76,0,0.24,"Pima",189,206,92.4639,51.6898,292.719,8.06196,71.7185,22.9755,2826.69,20,20,20,64.041144,-117.505505,222.986,64.041386,-117.505243,219.53,"Sparse conifer",4.263656093,2.131828047,778.212332,389.106166,15.17140542,0.416666667,8.92925637,8.92925637,NA,2131.828047,4263.656093,740.1945332,1741.026253,1000.83172,1389.937886,3872.8543,0.358892377,0.720054997,91.00423623
"128","ZF35-11C","ZF35-11","ZF35","Gameti West","C","ZF035-011C",2014,"plains","mesic","29-Jul-15",219.723,0,NA,4.35,4.6,10.4,"ICE",46.8,NA,NA,"no","no","no","yes","yes",0,0,0,0.027619835,0,0,0,7.154060971,0,0,0,0,0,0.05,0,0,0,0.35,0,0,0,0,0,0,0,0,0.875,0,0.125,"Pima",189,206,92.4639,51.6898,292.719,8.06196,71.7185,22.9755,2826.69,20,9,20,64.041816,-117.502513,219.723,64.042077,-117.50224,227.462,"Sparse conifer",1.861127592,0.930563796,334.801391,167.400695,7.181680806,0.4,14.34590233,14.34590233,NA,930.563796,1861.127592,2006.830384,8788.06027,6781.229887,6948.630582,9718.624066,0.7149809,0.975908822,91.00790757
"129","ZF35-24A","ZF35-24","ZF35","Gameti West","A","ZF035-024A",2014,"plains","mesic","28-Jul-15",227.625,0,NA,25.7,22.9,NA,"NO ICE",23.77777778,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,13.75781963,0,0,0,0,17.57799629,0,0,0,0,0.583333333,0,0,0.383333333,0,0,0,0,0,0.603448276,0,0.396551724,"Pima",125,205,90.9,46.5955,283.953,14.738,66.0817,33.336,2923.89,7,7,7,64.108697,-117.459952,227.625,64.108922,-117.459642,228.679,"Conifer-medium (us:lichen)",3.577161284,1.788580642,1366.387464,683.193732,31.33581592,0.966666667,11.32230628,11.32230628,NA,1788.580642,3577.161284,19847.57734,24711.00348,4863.426138,5546.61987,26499.58412,0.209309695,0.876827014,86.13445378
"130","ZF35-24B","ZF35-24","ZF35","Gameti West","B","ZF035-024B",2014,"plains","subxeric","28-Jul-15",239.75,0,NA,1.85,1.35,3.116666667,"NO ICE",12.2,NA,NA,"no","no","no","no","no",0,0,0,0,6.451260514,0,0,8.397608063,0,0,0,0,0,0,0.016666667,0,0,0.166666667,0,0,0,0,0,0,0,0,0.909090908,0.090909092,0,"Pima",125,205,90.9,46.5955,283.953,14.738,66.0817,33.336,2923.89,7,7,7,64.10922,-117.462922,239.75,64.109501,-117.462641,253.009,"Conifer-medium (us:lichen)",5.098231112,2.549115556,1219.092288,609.546144,14.84886858,0.183333333,6.495974755,6.495974755,NA,2549.115556,5098.231112,459.7811168,2016.990145,1557.209028,2166.755172,4566.105701,0.474530226,0.718682502,NA
"131","ZF35-24C","ZF35-24","ZF35","Gameti West","C","ZF035-024C",2014,"plains","subhygric","28-Jul-15",239.642,0,NA,39.3,45.83333333,NA,"ICE",58.2,NA,NA,"no","no","no","no","no",0,0,0,0.16244652,0,0,0,3.864944362,0,0,0,0,0.222136781,0.033333333,0,0,0,0.516666667,0,0,0.05,0,0,0,0,0,0.861111112,0,0.138888888,"Pima",79,205,90.9,46.5955,283.953,14.738,66.0817,33.336,2923.89,20,20,20,64.10909,-117.465932,239.642,64.10934,-117.465709,241.862,"Conifer-medium (us:lichen)",0.867412887,0.433706444,322.703219,161.351609,4.249527663,0.6,9.171297891,9.171297891,NA,433.706444,867.412887,36204.92658,40313.34736,4108.420773,4269.772382,40747.0538,0.104787266,0.962210724,88.6200938
"132","ZF35-29A","ZF35-29","ZF35","Gameti West","A","ZF035-029A",2014,"plains","mesic-subhygric","30-Jul-15",225.872,0,NA,22.7,28.7,6.25,"ICE",76.1,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,7.622420075,0,0,0,0,0,0,0,0,0,0.366666667,0,0,0,0,0,0,0,0,1,0,0,"Pima",131,205,90.9,46.5955,283.953,14.738,66.0817,33.336,2923.89,7,7,7,64.09325,-117.463884,225.872,64.0935,-117.46359,234.617,"Conifer-medium (us:lichen)",2.036815336,1.018407668,871.175333,435.587666,7.622420075,0.366666667,10.52955109,10.52955109,NA,1018.407668,2036.815336,5760.713034,11006.60992,5245.896883,5681.484549,12025.01758,0.472472037,0.923332069,81.00349476
"133","ZF35-29B","ZF35-29","ZF35","Gameti West","B","ZF035-029B",2014,"plains","xeric","31-Jul-15",226.408,0,NA,0.8,1.375,NA,"NO ICE",19.9,NA,NA,"no","no","no","no","no",0,0.922450143,0,0,11.02411042,0,0,0.727278699,0,0,0,1.708895504,0.437204978,0,0.066666667,0,0,0.083333333,0,0,0.083333333,0,0.083333333,0,0,0.083333333,0.208333333,0.166666668,0.624999999,"Pima",131,205,90.9,46.5955,283.953,14.738,66.0817,33.336,2923.89,7,7,7,64.09252,-117.461938,226.408,64.092801,-117.461797,228.248,"Conifer-medium (us:lichen)",4.443727616,2.221863808,400.363076,200.181538,14.81993974,0.4,6.468342634,6.468342634,NA,2221.863808,4443.727616,489.4653924,1460.937336,971.4719433,1171.653481,3682.801144,0.318141935,0.829146125,45.98850287
"134","ZF35-29C","ZF35-29","ZF35","Gameti West","C","ZF035-029C",2014,"plains","mesic-subxeric","31-Jul-15",219.228,0,NA,22.1,24.3,6.916666667,"NO ICE",79,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,10.78613478,0,0,0,0,0,0,0,0,0,0.683333333,0,0,0,0,0,0,0,0,1,0,0,"Pima",131,205,90.9,46.5955,283.953,14.738,66.0817,33.336,2923.89,7,7,7,64.093535,-117.458573,219.228,64.093805,-117.45827,226.045,"Conifer-medium (us:lichen)",2.859441635,1.429720818,926.378365,463.189182,10.78613478,0.683333333,11.2205636,11.2205636,NA,1429.720818,2859.441635,6454.766342,11680.44108,5225.67474,5688.863922,13110.1619,0.433927816,0.918579669,78.4965035
"135","ZF35-2A","ZF35-2","ZF35","Gameti West","A","ZF035-002A",2014,"plains","mesic-subxeric","28-Jul-15",205.832,0,NA,4.35,2.65,13.46666667,"NO ICE",35,NA,NA,"no","no","no","no","no",0,0,0,0,0,19.56570815,0,2.906365904,0,0,0,0,5.894805915,0,0,0.483333333,0,0.066666667,0,0,0.05,0,0,0,0,0,0.111111112,0,0.888888888,"Pima",130,206,92.4639,51.6898,292.719,8.06196,71.7185,22.9755,2826.69,20,20,20,64.057239,-117.472969,205.832,64.05754,-117.472735,209.574,"Sparse conifer",0.838800035,0.419400018,300.664253,150.332127,28.36687997,0.6,17.6161888,17.6161888,NA,419.400018,838.800035,2798.150014,11896.6056,9098.455587,9248.787714,12316.00562,0.750956763,0.983745748,93.48802395
"136","ZF35-2B","ZF35-2","ZF35","Gameti West","B","ZF035-002B",2014,"plains","subxeric","28-Jul-15",221.651,0,NA,3.15,2.45,5.366666667,"NO ICE",17.25,NA,NA,"no","no","no","no","no",0,0,0,0,0,0.030368729,0,11.35018156,0,0,0,0,4.080012559,0,0,0.033333333,0,0.75,0,0,0.2,0,0,0,0,0,0.762711865,0,0.237288135,"Pima",130,206,92.4639,51.6898,292.719,8.06196,71.7185,22.9755,2826.69,9,9,9,64.056125,-117.476088,221.651,64.056339,-117.475828,215.609,"Sparse conifer",3.097012111,1.548506055,877.935801,438.9679,15.46056285,0.983333333,8.938528268,8.938528268,NA,1548.506055,3097.012111,524.3453557,2532.938929,2008.593573,2447.561473,4081.444984,0.599680134,0.820650919,81.192608645
"137","ZF35-2C","ZF35-2","ZF35","Gameti West","C","ZF035-002C",2014,"plains","subhygric","28-Jul-15",208.376,0,NA,38.1,37.55555556,4,"ICE",39.4,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,0.029452431,0,0,0,0,0,0,0,0,0,0.016666667,0,0,0,0,0,0,0,0,1,0,0,"Pima",130,205,90.9,46.5955,283.953,14.738,66.0817,33.336,2923.89,9,9,9,64.05538,-117.472481,208.376,64.05568,-117.472219,206.605,"Sparse conifer",0.008437448,0.004218724,4.873622,2.436811,0.029452431,0.016666667,8.627032716,8.627032716,NA,4.218724,8.437448,35389.352,39188.90302,3799.551021,3801.987832,39193.12175,0.097006507,0.999359069,NA
"138","ZF35-33A","ZF35-33","ZF35","Gameti West","A","ZF035-033A",2014,"plains","subhygric","30-Jul-15",218.368,0,NA,47.6,40.4,6.833333333,"ICE",47.6,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,4.263795729,0,0,0,0,0.452912941,0,0,0,0,0.25,0,0,0.033333333,0,0,0,0,0,0.882352942,0,0.117647058,"Pima",123,205,90.9,46.5955,283.953,14.738,66.0817,33.336,2923.89,7,7,7,64.079512,-117.457765,218.368,64.079753,-117.457506,217.538,"Conifer-medium (us:lichen)",1.175371453,0.587685726,325.149399,162.5747,4.71670867,0.283333333,11.9782686,11.9782686,NA,587.685726,1175.371453,49679.41368,55684.11009,6004.696414,6167.271114,56271.79582,0.109597908,0.973639119,NA
"139","ZF35-33B","ZF35-33","ZF35","Gameti West","B","ZF035-033B",2014,"plains","xeric","30-Jul-15",221.932,9,88,1.35,1.125,6.5,"NO ICE",NA,NA,NA,"no","no","no","no","no",0,0.657640062,0,0,16.60528067,0,0,3.765460595,0,0,0,0,0,0,0.1,0,0,0.133333333,0,0,0,0,0.033333333,0,0,0,0.5,0.375000001,0.124999999,"Pima",151,205,90.9,46.5955,283.953,14.738,66.0817,33.336,2923.89,7,7,7,64.078563,-117.456903,221.932,64.078783,-117.456661,219.049,"Conifer-medium (us:lichen)",7.136620585,3.568310293,727.567749,363.783874,21.02838133,0.266666667,10.09233424,10.09233424,NA,3568.310293,7136.620585,184.5402,1197.111811,1012.571611,1376.355485,4765.422104,0.288821316,0.735690468,88.50374065
