"","plot","site","burn","burn.name","letter","plot.name","burn.year","ecoregion","moisture","date","elev","slope","aspect","org","org.tree","ave.arh","ice.2015","resistance.2015","resistance.2016","ice.2016","ERT","seed.trap","Bryoria","Evernia","Usnea","ba.Alcr","ba.Bene","ba.Betsp","ba.Lala","ba.Piba","ba.Picea","ba.Pigl","ba.Pima","ba.Poba","ba.Potr","ba.Salix","ba.Decid","ba.Unknown","Lala.dens","Piba.dens","Picea.dens","Pigl.dens","Pima.dens","Poba.dens","Potr.dens","Unknown.dens","Alcr.dens","Bene.dens","Betsp.dens","Salix.dens","Decid.dens","pima.prop","piba.prop","other.prop","Dom","age.y","DOB_LB","FFMC_LB","DMC_LB","DC_LB","ISI_LB","BUI_LB","FWI_LB","VPD_LB","LCC05_start","LCC05_end","LCC05_consensus","Lat_start","Long_start","Elev_start","Lat_end","Long_end","Elev_end","strata","tree.bio.m2","tree.bio.carbon.m2","tree.bio.cons.m2B","tree.carbon.cons.m2B","BA.ALL","DENSITY.ALL","burn.depth","burn.depth.arh","burn.depthJP","tree.carbon.prefire.m2","tree.bio.prefire.m2","residual.soil.carbon.gCm2","prefire.soil.carbon.gCm2","soil.carbon.cons.gCm2","total.combustion.gCm2","total.prefire.gCm2","prop.total.gcm2.combusted","prop.soil.total.gCm2","sand"
"1","LL-1","LL-1","ZF104","Discovery Mine","A","ZF104-001A",2014,"shield","subhygric","18-Jun-15",NA,NA,NA,12.25,12.85,2.729166667,"not measured",NA,NA,NA,"yes","no","not recorded","not recorded","not recorded",0,0,0,0,0,0,0,2.297289628,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,1,0,0,"Pima",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,15,63.133498,-114.003373,270.948,63.132542,-114.006674,266.457,"unknown",0.372286843,0.186143421,77.765521,38.88276,2.297289628,0.666666667,6.08587804,6.08587804,NA,186.143421,372.286843,NA,NA,NA,NA,NA,NA,NA,NA
"2","LL-2","LL-2","ZF104","Discovery Mine","B","ZF104-001B",2014,"shield","xeric","19-Jun-15",NA,14,310,1.4,0.95,3.05,"not measured",NA,NA,NA,"no","no","not recorded","not recorded","not recorded",0,2.878876968,0,0,0.487077761,0,0,5.564938687,0,0,0,0,1.991507943,0,0.016666667,0,0,0.916666667,0,0,0.1,0,0.1,0,0,0,0.808823529,0.014705883,0.176470588,"Pima",36,NA,NA,NA,NA,NA,NA,NA,NA,15,15,15,63.135925,-114.002826,256.783,63.136215,-114.00255,267.992,"unknown",1.41919913,0.709599565,567.104987,283.552493,10.92240136,1.133333333,6.409942075,6.409942075,NA,709.599565,1419.19913,NA,NA,NA,NA,NA,NA,NA,NA
"3","SS33-11B","SS33-11","SS33","Kakisa","B","SS033-011B",2014,"plains","mesic-subxeric","9-Jul-15",228.546,0,NA,7.65,6.45,6.733333333,"NO ICE",58.1,NA,NA,"no","yes","no","no","no",0,0,0,0,0,0,0,26.66308955,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,1,0,0,"Pima",163,183,93.973,156.158,360.454,12.629,156.015,43.176,3231.11,7,7,7,60.951288,-117.355,228.546,60.951522,-117.35482,233.823,"conifer-low",7.75995274,3.87997637,2424.09685,1212.048425,26.66308955,1.75,10.54533351,10.54533351,NA,3879.97637,7759.95274,2809.374454,7690.439085,4881.064631,6093.113056,11570.41546,0.526611432,0.801078954,80.975
"4","SS33-1A","SS33-1","SS33","Kakisa","A","SS033-001A",2014,"plains","xeric","8-Jul-15",227.805,12,180,1.55,NA,NA,"NO ICE",76,NA,NA,"no","no","no","yes","no",0,0,0,0,18.40829305,0,0.254599905,0,0,0,0,0,0,0,0.066666667,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0.66666667,0.33333333,"Piba",171,189,86.0432,71.9241,356.116,3.19079,95.5853,13.5067,2452.82,7,7,7,60.937382,-117.124736,227.805,60.937617,-117.124528,228.463,"conifer-med",7.258837328,3.629418664,410.21327,205.106635,18.66289296,0.1,4.79,NA,4.79,3629.418664,7258.837328,706.5045204,1167.427261,460.9227402,666.0293752,4796.845925,0.138847356,0.692045662,93.5028875
"5","SS33-1B","SS33-1","SS33","Kakisa","B","SS033-001B",2014,"plains","mesic","8-Jul-15",217.061,0,NA,8.2,9.5,10.83333333,"NO ICE",66.4,NA,NA,"no","yes","no","no","no",0,0,0,0,0,0,0,16.5514809,0,0,0,0,0,0,0,0,0,0.633333333,0,0,0,0,0,0,0,0,1,0,0,"Pima",171,189,86.0432,71.9241,356.116,3.19079,95.5853,13.5067,2452.82,9,9,9,60.937885,-117.12263,217.061,60.938133,-117.122425,217.409,"conifer-med",4.084884924,2.042442462,1119.553063,559.776531,16.5514809,0.633333333,14.93582372,14.93582372,NA,2042.442462,4084.884924,8783.805351,15902.00517,7118.199818,7677.976349,17944.44763,0.427874767,0.92709322,87.287185005
"6","SS33-1C","SS33-1","SS33","Kakisa","C","SS033-001C",2014,"plains","subhygric","8-Jul-15",222.905,0,NA,42.5,40.4,8.516666667,"ICE",75.7,93.4,"ice","no","no","no","no","no",0,0,0,0,0,0,0,14.18887232,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,1,0,0,"Pima",171,189,86.0432,71.9241,356.116,3.19079,95.5853,13.5067,2452.82,9,9,9,60.935171,-117.124533,222.905,60.935437,-117.124336,223.349,"conifer-med",3.054644708,1.527322354,1059.974302,529.987151,14.18887232,0.9,13.6040572,13.6040572,NA,1527.322354,3054.644708,35610.78156,42828.49525,7217.713692,7747.700843,44355.81761,0.174671582,0.931594268,NA
"7","SS33-21B","SS33-21","SS33","Kakisa","B","SS033-021B",2014,"plains","mesic","7-Jul-15",219.986,0,NA,35.2,38.5,2.555555556,"ICE",78.1,NA,NA,"no","no","no","no","yes",0,1.472097958,0,0,0,0.433408887,0,0.804640418,0,0,0.867341372,0,5.992718886,0,0,0.066666667,0,0.066666667,0,0,0.333333333,0,0.05,0,0.066666667,0,0.114285715,0,0.885714285,"Pima",66,183,93.973,156.158,360.454,12.629,156.015,43.176,3231.11,7,7,7,60.87551,-117.413792,219.986,60.87574,-117.413529,223.505,"reburn",0.206542317,0.103271159,92.284468,46.142234,9.570207521,0.583333333,6.558540639,6.558540639,NA,103.271159,206.542317,13958.84436,16237.47732,2278.632963,2324.775197,16340.74848,0.142268587,0.980151959,56.16131441
"8","SS33-27B","SS33-27","SS33","Kakisa","B","SS033-027B",2014,"plains","mesic","7-Jul-15",207.507,0,NA,17.8,18.2,8.566666667,"ICE",91.7,NA,NA,"no","no","no","yes","no",0,0,0,0,0,0,0,29.48816674,0,0,0,0,0.289157424,0,0,0,0,1.216666667,0,0,0.016666667,0,0,0,0,0,0.986486486,0,0.013513514,"Pima",74,183,93.973,156.158,360.454,12.629,156.015,43.176,3231.11,9,9,9,60.844911,-117.461767,207.507,60.845147,-117.461605,208.919,"reburn",8.60692501,4.303462505,2788.574151,1394.287075,29.77732417,1.233333333,12.83736472,12.83736472,NA,4303.462505,8606.92501,12953.91482,18856.4718,5902.556986,7296.844061,23159.93431,0.315063245,0.808919162,98.47880299
"9","SS33-27C","SS33-27","SS33","Kakisa","C","SS033-027C",2014,"plains","mesic-subhygric","7-Jul-15",219.173,0,NA,34.35,35.1,6.066666667,"ICE",87.5,NA,NA,"no","no","no","yes","no",0,0,0,0,0,0,0,15.27573248,0,0,0,0,0.261799388,0,0,0,0,5.75,0,0,0.033333333,0,0,0,0,0,0.994236311,0,0.005763689,"Pima",74,183,93.973,156.158,360.454,12.629,156.015,43.176,3231.11,7,7,7,60.844663,-117.463766,219.173,60.844898,-117.463531,215.443,"reburn",2.087994608,1.043997304,1170.179894,585.089947,15.53753187,5.783333333,10.7208118,10.7208118,NA,1043.997304,2087.994608,31364.53422,36643.34967,5278.815448,5863.905395,37687.34698,0.155593478,0.900221796,95.98603839
"10","SS33-3A","SS33-3","SS33","Kakisa","A","SS033-003A",2014,"plains","mesic","30-Jun-15",227.547,0,NA,13.55,14.5,5.6,"NO ICE",80.4,NA,NA,"no","no","not recorded","not recorded","not recorded",0,0,0,0,0,0,0,22.20752577,0,0,0,0,2.286817652,0,0,0,0,3.133333333,0,0,0.133333333,0,0,0,0,0,0.959183674,0,0.040816326,"Pima",90,183,93.973,156.158,360.454,12.629,156.015,43.176,3231.11,7,7,7,60.937674,-117.37271,227.547,60.937855,-117.372597,227.371,"conifer-med",5.876867893,2.938433946,2817.61,1408.805,24.49434342,3.266666667,9.532622779,9.532622779,NA,2938.433946,5876.867893,6970.042885,10791.76342,3821.720539,5230.525539,13730.19737,0.380950499,0.730657084,46.06937859
"11","SS33-3B","SS33-3","SS33","Kakisa","B","SS033-003B",2014,"plains","mesic-subxeric","30-Jun-15",234.228,0,NA,4.05,2.55,11.01666667,"NO ICE",69.6,NA,NA,"no","no","not recorded","not recorded","not recorded",0,0,0,0,0,0,0,23.12840512,0,0,0,0,5.053906282,0,0,0,0,0.466666667,0,0,0.116666667,0,0,0,0,0,0.8,0,0.2,"Pima",232,183,93.973,156.158,360.454,12.629,156.015,43.176,3231.11,7,7,7,60.937328,-117.375708,234.228,60.937613,-117.375561,227.269,"conifer-med",7.050443969,3.525221984,2081.249756,1040.624878,28.1823114,0.583333333,14.99355462,14.99355462,NA,3525.221984,7050.443969,1024.485626,8525.991303,7501.505677,8542.130555,12051.21329,0.708819133,0.878177362,54.934948595
"12","SS33-3C","SS33-3","SS33","Kakisa","C","SS033-003C",2014,"plains","mesic-subhygric","30-Jun-15",225.414,0,NA,33.25,31.1,10.23333333,"ICE",102.5,120,"no ice","no","yes","not recorded","not recorded","not recorded",0,0,0,0,0,0,0,37.14658424,0,0,0,0,0,0,0,0,0,0.883333333,0,0,0,0,0,0,0,0,1,0,0,"Pima",232,183,93.973,156.158,360.454,12.629,156.015,43.176,3231.11,7,7,7,60.939872,-117.377964,225.414,60.940106,-117.377776,219.316,"conifer-med",2.858691454,1.429345727,1168.207737,584.103869,37.14658424,0.883333333,15.12761704,15.12761704,NA,1429.345727,2858.691454,24405.39232,33083.92661,8678.534291,9262.63816,34513.27233,0.268379019,0.936939794,91.03773585
"13","SS33-4A","SS33-4","SS33","Kakisa","A","SS033-004A",2014,"plains","mesic-subhygric","8-Jul-15",229.535,0,NA,19.4,22.1,2.925925926,"NO ICE",98,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,20.20921104,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,1,0,0,"Pima",105,183,93.973,156.158,360.454,12.629,156.015,43.176,3231.11,7,7,7,60.942348,-117.378873,229.535,60.942614,-117.378638,229.499,"conifer-med",6.251661243,3.125830622,1580.622978,790.311489,20.20921104,0.6,6.82978898,6.82978898,NA,3125.830622,6251.661243,8754.958672,11684.50453,2929.545855,3719.857344,14810.33515,0.251166318,0.787542528,NA
"14","SS33-4B","SS33-4","SS33","Kakisa","B","SS033-004B",2014,"plains","mesic","8-Jul-15",237.497,0,NA,7.1,9.6,4.533333333,"NO ICE",85.4,NA,NA,"no","no","no","no","no",0,0,0,0,0,0,0,34.39572717,0,0,0,0,0.529358362,0,0,0,0,1.616666667,0,0,0.05,0,0,0,0,0,0.97,0,0.03,"Pima",105,183,93.973,156.158,360.454,12.629,156.015,43.176,3231.11,7,7,7,60.942067,-117.376038,237.497,60.942342,-117.375867,235.234,"conifer-med",8.009688483,4.004844242,2705.223361,1352.61168,34.92508553,1.666666667,8.180999047,8.180999047,NA,4004.844242,8009.688483,1632.134065,4721.756362,3089.622297,4442.233977,8726.600604,0.50904518,0.695510933,NA
"15","SS33-582A","SS33-582","SS33","Kakisa","A","SS033-582A",2014,"plains","subxeric","7-Jun-16",244,0,NA,3.17,2.68,4.073333333,NA,NA,NA,NA,"no","no","no","no","no",0,0,0,0,7.575427085,0,0,1.435838742,0,0,0,0,6.037617481,0,0.033333333,0,0,0.166666667,0,0,0.1,0,0,0,0,0,0.555555557,0.11111111,0.333333333,"Pima",120,189,86.0432,71.9241,356.116,3.19079,95.5853,13.5067,2452.82,20,20,20,60.930709,-117.079577,243.8,60.930968,-117.079387,240.2,"sparse conifer",3.195650284,1.597825142,456.997912,228.498956,NA,NA,7.559984472,7.559984472,NA,1597.825142,3195.650284,573.8159517,2318.628134,1744.812182,1973.311138,3916.453276,0.503851572,0.884205308,NA
"16","SS33-582B","SS33-582","SS33","Kakisa","B","SS033-582B",2014,"plains","mesic","7-Jun-16",246,0,NA,10.07,7.2,3.835,NA,NA,NA,NA,"no","no","no","no","yes",0,0,0,1.206502479,2.565634,0,0,5.912346474,0,0,0,0,0.94509579,0.166666667,0.016666667,0,0,1.2,0,0,0.333333333,0,0,0,0,0,0.699029126,0.009708738,0.291262136,"Pima",120,189,86.0432,71.9241,356.116,3.19079,95.5853,13.5067,2452.82,20,9,20,60.93193,-117.07915,NA,60.93211,-117.07906,NA,"sparse conifer",2.222411025,1.111205513,311.028647,155.514323,NA,NA,7.534898621,7.534898621,NA,1111.205513,2222.411025,6280.800269,9056.395498,2775.595229,2931.109552,10167.60101,0.288279364,0.946943531,NA
"17","SS33-6A","SS33-6","SS33","Kakisa","A","SS033-006A",2014,"plains","mesic-subhygric","30-Jun-15",234.307,0,NA,42.2,44.4,8.75,"ICE",75.6,102.6,"ice","no","no","no","yes","yes",0,0,0,6.274284128,0,0,0,12.85434994,0,0,0,0,26.22051769,0.116666667,0,0,0,0.5,0,0,0.116666667,0,0,0,0,0,0.681818181,0,0.318181819,"Pima",169,183,93.973,156.158,360.454,12.629,156.015,43.176,3231.11,7,7,7,60.952144,-117.333247,234.307,60.952399,-117.332968,236.615,"conifer-med",3.390204974,1.695102487,1182.069759,591.034879,45.34915175,0.733333333,13.84292369,13.84292369,NA,1695.102487,3390.204974,40043.43877,47923.4058,7879.967036,8471.001915,49618.50829,0.170722624,0.930228456,NA
"18","SS33-6B","SS33-6","SS33","Kakisa","B","SS033-006B",2014,"plains","mesic-subxeric","8-Jul-15",220.576,0,NA,13.2,11.6,4.8,"NO ICE",92.5,NA,NA,"no","no","no","yes","no",0,0,0,0,0,0,0,17.03986765,0,0,0,0,0.594939109,0,0,0,0,0.9,0,0,0.033333333,0,0,0,0,0,0.964285715,0,0.035714285,"Pima",129,183,93.973,156.158,360.454,12.629,156.015,43.176,3231.11,7,7,7,60.953576,-117.345774,220.576,60.953842,-117.345641,220.313,"conifer-med",3.358388662,1.679194331,979.964557,489.982279,17.63480676,0.933333333,8.667884961,8.667884961,NA,1679.194331,3358.388662,8018.245535,11845.16559,3826.920058,4316.902337,13524.35992,0.319194576,0.886496788,NA
"19","SS33-6C","SS33-6","SS33","Kakisa","C","SS033-006C",2014,"plains","subhygric","30-Jun-15",230.002,0,NA,65.5,78.4,1.4,"ICE",121.5,147,"no ice","yes","yes","no","yes","no",0,0,0,0.666410342,0,0,0,1.414763892,0,0,0,0,1.076649982,0.25,0,0,0,0.216666667,0,0,0.066666667,0,0,0,0,0,0.40625,0,0.59375,"Pima",72,183,93.973,156.158,360.454,12.629,156.015,43.176,3231.11,7,9,9,60.957272,-117.338616,230.002,60.957537,-117.338389,233.502,"conifer-med",0.307444132,0.153722066,133.786209,66.893104,3.157824216,0.533333333,6.778434066,6.778434066,NA,153.722066,307.444132,20912.47305,23647.70618,2735.233129,2802.126233,23801.42825,0.117729331,0.976127734,NA
"20","SS33-877B","SS33-877","SS33","Kakisa","B","SS033-877B",2014,"plains","mesic","25-Jul-16",250,0,NA,21.15,24.55,3.566666667,NA,NA,56.1,"ice","no","no","no","no","no",0,0,0,0,0,0,0,16.18182016,0,0,0,0,2.880578664,0,0,0,0,1.9,0,0,0.05,0,0,0,0,0,0.974358974,0,0.025641026,"Pima",118,189,86.0432,71.9241,356.116,3.19079,95.5853,13.5067,2452.82,20,20,20,60.91304,-117.006087,250.4,60.913301,-117.005982,248.3,"sparse conifer",3.046868362,1.523434181,1544.977214,772.488607,NA,NA,7.61659216,7.61659216,NA,1523.434181,3046.868362,14585.22006,17393.94049,2808.720431,3581.209038,18917.37467,0.18930793,0.784293908,NA
"21","SS33-9A","SS33-9","SS33","Kakisa","A","SS033-009A",2014,"plains","mesic-subhygric","11-Jun-15",236,0,NA,31.2,31.2,3.944444444,"ICE",58.7,77.5,"ice","yes","yes","not recorded","not recorded","not recorded",0,0,0,0.2309071,0,0,0,7.083637,0,0,0,0,0.6073746,0.01666667,0,0,0,2.05,0,0,0.1666667,0,0,0,0,0,0.917910433,0,0.082089567,"Pima",90,183,93.973,156.158,360.454,12.629,156.015,43.176,3231.11,9,NA,9,60.94142,-117.36523,236,NA,NA,NA,"conifer-low",1.534572668,0.767286334,806.365916,403.182958,NA,NA,8.199067063,8.199067063,NA,767.286334,1534.572668,26017.64576,29728.85207,3711.206316,4114.389274,30496.13841,0.134915091,0.902006609,NA
"22","SS33-9B","SS33-9","SS33","Kakisa","B","SS033-009B",2014,"plains","subxeric","21-Jun-15",224.616,0,NA,6.1,6.7,4.233333333,"NO ICE",76.6,NA,NA,"no","no","not recorded","not recorded","not recorded",0,0,0,0,0,0,0,23.00378861,0,0,0,0,0,0,0,0,0,0.766666667,0,0,0,0,0,0,0,0,1,0,0,"Pima",93,183,93.973,156.158,360.454,12.629,156.015,43.176,3231.11,7,7,7,60.943163,-117.373109,224.616,60.943395,-117.372865,222.182,"conifer-low",6.659953756,3.329976878,1975.168716,987.584358,23.00378861,0.766666667,7.827880837,7.827880837,NA,3329.976878,6659.953756,1070.608401,2876.375287,1805.766886,2793.351244,6206.352165,0.450079398,0.646451781,75.96899225
"23","SS33-9C","SS33-9","SS33","Kakisa","C","SS033-009C",2014,"plains","mesic","21-Jun-15",232.947,0,NA,11.1,10.65,10.46666667,"NO ICE",76.5,NA,NA,"no","no","not recorded","not recorded","not recorded",0,0,0,0,0,0,0,35.37970017,0,0,0,0,0.616406659,0,0,0,0,1.45,0,0,0.033333333,0,0,0,0,0,0.97752809,0,0.02247191,"Pima",164,183,93.973,156.158,360.454,12.629,156.015,43.176,3231.11,7,7,7,60.943105,-117.377029,232.947,60.943343,-117.376791,234.301,"conifer-low",9.429743895,4.714871947,3202.327472,1601.163736,35.99610683,1.483333333,14.64108797,14.64108797,NA,4714.871947,9429.743895,7917.695751,14829.8471,6912.15135,8513.315086,19544.71905,0.435581349,0.811922416,48.475
"24","ZF104-107A","ZF104-107","ZF104","Discovery Mine","A","ZF104-107A",2014,"shield","mesic","24-Jul-15",299.517,0,NA,2.8,3.8,5.483333333,"ICE",45.1,NA,NA,"no","no","no","no","no",0,0.853073305,0,0,0.441131968,0,0,9.664847999,0,0,0,0,2.046616714,0,0.033333333,0,0,3.133333333,0,0,0,0,0.216666667,0,0,0,0.926108374,0.009852217,0.064039409,"Pima",56,207,94.4646,116.552,471.306,18.3313,144.048,53.4613,3705.72,7,7,7,63.106936,-113.9682,299.517,63.10717,-113.968074,301.06,"Conifer-medium (us:lichen)",2.058582495,1.029291248,1090.460104,545.230052,13.00566999,3.433333333,9.051321732,9.051321732,NA,1029.291248,2058.582495,925.9731346,3582.077182,2656.104047,3201.334099,4611.36843,0.694226486,0.829686613,36.0069965
"25","ZF104-107B","ZF104-107","ZF104","Discovery Mine","B","ZF104-107B",2014,"shield","xeric","24-Jul-15",306.622,0,NA,0.75,0.833333333,NA,"NO ICE",NA,NA,NA,"no","no","no","no","no",0,0,0,0,5.816920598,0,0,0.29059732,0,0,0,0,0.095425877,0,0.933333333,0,0,0.15,0,0,0.01666667,0,0,0,0,0,0.136363636,0.848484846,0.015151518,"Piba",56,207,94.4646,116.552,471.306,18.3313,144.048,53.4613,3705.72,7,7,7,63.107699,-113.965567,306.622,63.107948,-113.965375,309.294,"Conifer-medium (us:lichen)",1.548825568,0.774412784,197.868609,98.934305,6.202943795,1.1,5.59,4.388280069,5.59,774.412784,1548.825568,706.2335322,1220.28687,514.0533378,612.9876428,1994.699654,0.307308241,0.8386031,65.992004
"26","ZF104-110A","ZF104-110","ZF104","Discovery Mine","A","ZF104-110A",2014,"shield","subhygric","24-Jul-15",293.283,0,NA,24.9,29.2,5.683333333,"ICE",44.2,NA,NA,"no","no","no","no","no",0,0.006414085,0,0.717853921,0.454745537,0,0,4.561854332,0,0,0,0,0.328296432,0.166666667,0.033333333,0,0,0.833333333,0,0,0.05,0,0.016666667,0,0,0,0.757575757,0.03030303,0.212121213,"Pima",56,207,94.4646,116.552,471.306,18.3313,144.048,53.4613,3705.72,9,9,9,63.109017,-113.97014,293.283,63.109262,-113.969953,294.67,"Conifer-low (us:lichen)",1.098503196,0.549251598,325.063181,162.53159,6.069164308,1.166666667,9.998296564,9.998296564,NA,549.251598,1098.503196,6958.687439,9633.195229,2674.50779,2837.03938,10182.44683,0.278620594,0.942710845,NA
"27","ZF104-110B","ZF104-110","ZF104","Discovery Mine","B","ZF104-110B",2014,"shield","xeric","24-Jul-15",315.534,0,NA,1.9,1.85,2.466666667,"NO ICE",6,NA,NA,"no","no","no","yes","no",0,0.006414085,0,0,9.42490886,0,0,0.800582528,0,0,0,0,0.32083515,0,4.85,0,0,0.583333333,0,0,0.28333333,0,0.016666667,0,0,0,0.101744186,0.845930233,0.052325581,"Piba",47,207,94.4646,116.552,471.306,18.3313,144.048,53.4613,3705.72,9,9,9,63.109623,-113.965522,315.534,63.109872,-113.965293,316.289,"Conifer-low (us:lichen)",1.441346363,0.720673181,296.411827,148.205913,10.55274062,5.516666667,4.44,5.804476154,4.44,720.673181,1441.346363,552.4970976,979.9581745,427.4610769,575.6669899,1700.631355,0.338501926,0.742549224,73.50811486
"28","ZF104-12A","ZF104-12","ZF104","Discovery Mine","A","ZF104-012A",2014,"shield","xeric","21-Jul-15",323.32,10,122,0.45,NA,NA,"NO ICE",NA,NA,NA,"no","no","no","no","no",0,0,0,0,0.81694499,0,0,0.604756586,0,0,0,0,4.779802323,0,0.016666667,0,0,0.05,0,0,0.05,0,0,0,0,0,0.428571427,0.142857145,0.428571427,"Pima",150,207,94.4646,116.552,471.306,18.3313,144.048,53.4613,3705.72,9,9,9,63.208954,-113.897998,323.32,63.209194,-113.897773,324.218,"Conifer-low (us:lichen)",0.39357839,0.196789195,122.148416,61.074208,6.201503898,0.233333333,NA,NA,NA,196.789195,393.57839,312.3102157,NA,NA,NA,NA,NA,NA,45.96149037
"29","ZF104-12B","ZF104-12","ZF104","Discovery Mine","B","ZF104-012B",2014,"shield","subhygric","21-Jul-15",307.627,0,NA,43.8,41.4,6.283333333,"ICE",43.8,NA,NA,"no","no","no","no","no",0,0,0,0.113490035,0,0,0,2.579116669,0,0,0,0,0,0.066666667,0,0,0,0.316666667,0,0,0,0,0,0,0,0,0.826086956,0,0.173913044,"Pima",150,207,94.4646,116.552,471.306,18.3313,144.048,53.4613,3705.72,9,9,9,63.210038,-113.896815,307.627,63.21028,-113.896635,304.877,"Conifer-low (us:lichen)",0.454009368,0.227004684,146.168641,73.084321,2.692606704,0.383333333,11.26559408,11.26559408,NA,227.004684,454.009368,10635.45477,13676.43217,3040.977403,3114.061724,13903.43685,0.223977838,0.976530869,NA
"30","ZF104-22A","ZF104-22","ZF104","Discovery Mine","A","ZF104-022A",2014,"shield","xeric","22-Jul-15",300.869,0,NA,2.35,NA,NA,"NO ICE",NA,NA,NA,"no","no","no","yes","yes",0,0,0,0,5.307328089,0,0,0.170169602,0,0,0,0,0,0,0.116666667,0,0,0.033333333,0,0,0.15,0,0,0,0,0,0.11111111,0.38888889,0.5,"Piba",62,217,91.6388,48.0521,489.312,15.0265,77.1606,36.4027,3919.04,7,7,7,63.188907,-114.023936,300.869,63.189162,-114.023767,302.463,"Conifer-medium (us:lichen)",1.650980257,0.825490129,65.96128,32.98064,5.477497691,0.15,3.99,NA,3.99,825.490129,1650.980257,1768.789933,2144.708159,375.9182255,408.8988655,2970.198288,0.137667195,0.919342794,53.54468298
"31","ZF104-22B","ZF104-22","ZF104","Discovery Mine","B","ZF104-022B",2014,"shield","subhygric","22-Jul-15",290,0,NA,32.3,34.5,5.133333333,"ICE",46.6,NA,NA,"no","no","no","yes","yes",0,0,0,0.758432826,0,0,0,6.891214385,0,0,0,0,0.117809725,0.033333333,0,0,0,0.666666667,0,0.01666667,0,0,0,0,0,0,0.930232554,0,0.069767446,"Pima",138,217,91.6388,48.0521,489.312,15.0265,77.1606,36.4027,3919.04,7,7,7,63.18843,-114.02265,290,63.18868,-114.02262,286,"Conifer-medium (us:lichen)",1.797931999,0.898966,611.205841,305.60292,7.767456936,0.716666667,9.657449517,9.657449517,NA,898.966,1797.931999,14001.33525,16564.60694,2563.271689,2868.874609,17463.57294,0.164277643,0.893476376,NA
"32","ZF104-26A","ZF104-26","ZF104","Discovery Mine","A","ZF104-026A",2014,"shield","subhygric","22-Jul-15",302.63,0,NA,34.3,34.7,6.583333333,"ICE",34.3,NA,NA,"no","no","no","no","no",0,0,0,0.23077616,0,0,0,4.87077761,0,0,0,0,0.033510322,0.05,0,0,0,0.45,0,0,0.53333333,0,0,0,0,0,0.435483872,0,0.564516128,"Pima",162,217,91.6388,48.0521,489.312,15.0265,77.1606,36.4027,3919.04,9,9,9,63.191725,-114.020536,302.63,63.191964,-114.020293,300.062,"Conifer-low (us:lichen)",1.204300294,0.602150147,343.195633,171.597817,5.135064092,0.516666667,11.27012404,11.27012404,NA,602.150147,1204.300294,14664.6491,17704.93713,3040.288036,3211.885853,18307.08728,0.175444941,0.946574123,NA
"33","ZF104-26B","ZF104-26","ZF104","Discovery Mine","B","ZF104-026B",2014,"shield","xeric","22-Jul-15",306.113,9,280,1.3,0.95,8.966666667,"NO ICE",NA,NA,NA,"no","no","no","no","no",0,0,0,0,5.465978518,0,0,3.02784082,0,0,0,0,2.912518189,0,0.15,0,0,0.316666667,0,0,0.2,0,0,0,0,0,0.475,0.225,0.3,"Pima",162,217,91.6388,48.0521,489.312,15.0265,77.1606,36.4027,3919.04,9,9,9,63.19203,-114.018279,306.113,63.192282,-114.018077,306.809,"Conifer-low (us:lichen)",1.776848032,0.888424016,557.490957,278.745478,11.40633753,0.766666667,12.71614228,12.71614228,NA,888.424016,1776.848032,962.3718769,5001.723562,4039.351685,4318.097163,5890.147578,0.733105089,0.93544715,58.59776487
"34","ZF104-4A","ZF104-4","ZF104","Discovery Mine","A","ZF104-004A",2014,"shield","xeric","21-Jul-15",306.049,11,192,1.1,0.65,6.216666667,"NO ICE",NA,NA,NA,"no","no","no","yes","yes",0,0,0,0,5.116738135,0,0,6.093118952,0,0,0,0,0.381703507,0,0.05,0,0,0.216666667,0,0,0.01666667,0,0,0,0,0,0.764705874,0.176470586,0.05882354,"Pima",130,206,93.2618,110.563,461.766,9.61179,138.325,34.948,3121.39,7,7,7,63.20805,-113.902863,306.049,63.208325,-113.902671,308.609,"Conifer-medium (us:lichen)",3.368665497,1.684332749,508.649618,254.324809,11.59156059,0.283333333,9.776908659,9.776908659,NA,1684.332749,3368.665497,137.7402286,3475.7897,3338.049472,3592.374281,5160.122449,0.696180045,0.929204256,63.46586647
"35","ZF104-4B","ZF104-4","ZF104","Discovery Mine","B","ZF104-004B",2014,"shield","subhygric","21-Jul-15",308.924,0,NA,31.5,31.5,4.933333333,"ICE",31.4,NA,NA,"no","no","no","yes","yes",0,0,0,0,0,0,0,3.295530694,0,0,0,0,0,0,0,0,0,0.466666667,0,0,0.08333333,0,0,0,0,0,0.848484854,0,0.151515146,"Pima",164,206,93.2618,110.563,461.766,9.61179,138.325,34.948,3121.39,7,7,7,63.206944,-113.902896,308.924,63.207183,-113.902549,303.799,"Conifer-medium (us:lichen)",0.374152529,0.187076264,148.961166,74.480583,3.295530694,0.466666667,9.417610859,9.417610859,NA,187.076264,374.152529,10128.95412,12621.22371,2492.269594,2566.750177,12808.29998,0.200397413,0.970982535,NA
